census_year,block_id,property_id,base_property_id,building_address,clue_small_area,business_address,trading_name,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),13-15 Commercial Road MELBOURNE VIC 3004,Cafe La Colline,4511,Cafes and Restaurants,Seats - Outdoor,34,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),17 Commercial Road MELBOURNE VIC 3004,Nando's Chevron,4511,Cafes and Restaurants,Seats - Outdoor,20,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),5-5A Commercial Road MELBOURNE VIC 3004,Rice @ Chevron,4511,Cafes and Restaurants,Seats - Indoor,20,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),525 St Kilda Road MELBOURNE VIC 3004,Rosco @ Chevron,4511,Cafes and Restaurants,Seats - Outdoor,50,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),13-15 Commercial Road MELBOURNE VIC 3004,Cafe La Colline,4511,Cafes and Restaurants,Seats - Indoor,18,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108650,108650,553 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 553 St Kilda Road MELBOURNE VIC 3004,Cafe Ella,4511,Cafes and Restaurants,Seats - Outdoor,43,144.98038,-37.84685,"{'lon': 144.98038, 'lat': -37.84685}"
2021,852,101100,101100,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Restaurant Old Observatory Building Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,Jardin Tan,4511,Cafes and Restaurants,Seats - Outdoor,207,144.98128,-37.82952,"{'lon': 144.98128, 'lat': -37.82952}"
2021,852,101100,101100,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Restaurant Old Observatory Building Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,Jardin Tan,4511,Cafes and Restaurants,Seats - Indoor,81,144.98128,-37.82952,"{'lon': 144.98128, 'lat': -37.82952}"
2021,852,111025,111025,Shrine of Remembrance Reserve St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Shrine of Remembrance Reserve St Kilda Road MELBOURNE VIC 3004,Shrine of Remembrance,8910,Museum Operation,Seats - Indoor,200,144.9734,-37.83056,"{'lon': 144.9734, 'lat': -37.83056}"
2021,870,102178,102178,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Part Baker Medical Research Institute 75 Commercial Road MELBOURNE VIC 3004,My Serendipity Cafe,4511,Cafes and Restaurants,Seats - Outdoor,12,144.98282,-37.84657,"{'lon': 144.98282, 'lat': -37.84657}"
2021,871,108652,108652,Victorian School For Deaf Children 583-597 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 597 St Kilda Road MELBOURNE VIC 3004,Tradeblock Cafe,4511,Cafes and Restaurants,Seats - Indoor,30,144.982,-37.84972,"{'lon': 144.982, 'lat': -37.84972}"
2021,660,646982,109256,The Glasshouse 20 Olympic Boulevard MELBOURNE VIC 3004,Melbourne (Remainder),Part The Glasshouse Olympic Park 20 Olympic Boulevard MELBOURNE VIC 3004,The Glasshouse Eatery,4511,Cafes and Restaurants,Seats - Indoor,70,144.98246,-37.82485,"{'lon': 144.98246, 'lat': -37.82485}"
2021,710,108620,108620,391 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Shop 1, 391 St Kilda Road MELBOURNE VIC 3004",Delisure Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,25,144.97572,-37.83549,"{'lon': 144.97572, 'lat': -37.83549}"
2021,710,108620,108620,391 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Shop 2, 391 St Kilda Road MELBOURNE VIC 3004",Nar Bangkok,4511,Cafes and Restaurants,Seats - Indoor,48,144.97572,-37.83549,"{'lon': 144.97572, 'lat': -37.83549}"
2021,710,108620,108620,391 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Shop 2, 391 St Kilda Road MELBOURNE VIC 3004",Nar Bangkok,4511,Cafes and Restaurants,Seats - Outdoor,13,144.97572,-37.83549,"{'lon': 144.97572, 'lat': -37.83549}"
2021,710,108622,108622,403 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),403A St Kilda Road MELBOURNE VIC 3004,Earl Canteen,4511,Cafes and Restaurants,Seats - Outdoor,13,144.97594,-37.83587,"{'lon': 144.97594, 'lat': -37.83587}"
2021,710,108624,108624,407A St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),407A St Kilda Road MELBOURNE VIC 3004,McDonald's,4511,Cafes and Restaurants,Seats - Outdoor,10,144.97618,-37.83615,"{'lon': 144.97618, 'lat': -37.83615}"
2021,710,108624,108624,407A St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),407A St Kilda Road MELBOURNE VIC 3004,McDonald's,4511,Cafes and Restaurants,Seats - Indoor,34,144.97618,-37.83615,"{'lon': 144.97618, 'lat': -37.83615}"
2021,710,108625,108625,407B-407D St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),407B St Kilda Road MELBOURNE VIC 3004,Subway,4512,Takeaway Food Services,Seats - Outdoor,8,144.97619,-37.83627,"{'lon': 144.97619, 'lat': -37.83627}"
2021,710,108625,108625,407B-407D St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),407B St Kilda Road MELBOURNE VIC 3004,Subway,4512,Takeaway Food Services,Seats - Indoor,8,144.97619,-37.83627,"{'lon': 144.97619, 'lat': -37.83627}"
2021,720,108627,108627,415-421 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 417 St Kilda Road MELBOURNE VIC 3004,Tokyo Sushi Kitchen,4511,Cafes and Restaurants,Seats - Indoor,28,144.97704,-37.83775,"{'lon': 144.97704, 'lat': -37.83775}"
2021,720,108627,108627,415-421 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 417 St Kilda Road MELBOURNE VIC 3004,Dingo Ate My Taco,4512,Takeaway Food Services,Seats - Indoor,12,144.97704,-37.83775,"{'lon': 144.97704, 'lat': -37.83775}"
2021,720,108627,108627,415-421 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 417 St Kilda Road MELBOURNE VIC 3004,The Cupcake Queens,4512,Takeaway Food Services,Seats - Indoor,4,144.97704,-37.83775,"{'lon': 144.97704, 'lat': -37.83775}"
2021,720,108627,108627,415-421 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 417 St Kilda Road MELBOURNE VIC 3004,Yo India,4511,Cafes and Restaurants,Seats - Indoor,19,144.97704,-37.83775,"{'lon': 144.97704, 'lat': -37.83775}"
2021,720,108629,108629,427-431 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Suite 5, Ground 431 St Kilda Road MELBOURNE VIC 3004",Calla & Gardenia The Florist,4274,Flower Retailing,Seats - Indoor,11,144.97706,-37.83853,"{'lon': 144.97706, 'lat': -37.83853}"
2021,720,108629,108629,427-431 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Suite 8, Ground 431 St Kilda Road MELBOURNE VIC 3004",Slater St Bench,4511,Cafes and Restaurants,Seats - Indoor,6,144.97706,-37.83853,"{'lon': 144.97706, 'lat': -37.83853}"
2021,720,108629,108629,427-431 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Suite 5, Ground 431 St Kilda Road MELBOURNE VIC 3004",Calla & Gardenia The Florist,4274,Flower Retailing,Seats - Outdoor,10,144.97706,-37.83853,"{'lon': 144.97706, 'lat': -37.83853}"
2021,720,108629,108629,427-431 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Suite 6, Ground 431 St Kilda Road MELBOURNE VIC 3004",Moody Brew Coffee Bar,4511,Cafes and Restaurants,Seats - Indoor,30,144.97706,-37.83853,"{'lon': 144.97706, 'lat': -37.83853}"
2021,724,106798,106798,557 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"17 Moubray Street, MELBOURNE VIC 3004",Ormond Collective,6712,Non-Residential Property Operators,Seats - Indoor,410,144.98152,-37.84747,"{'lon': 144.98152, 'lat': -37.84747}"
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),11 Commercial Road MELBOURNE VIC 3004,Spudbar @ Chevron,4512,Takeaway Food Services,Seats - Indoor,9,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),5-5A Commercial Road MELBOURNE VIC 3004,Rice @ Chevron,4511,Cafes and Restaurants,Seats - Outdoor,10,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108646,108646,519-539 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),525 St Kilda Road MELBOURNE VIC 3004,Rosco @ Chevron,4511,Cafes and Restaurants,Seats - Indoor,76,144.97987,-37.84556,"{'lon': 144.97987, 'lat': -37.84556}"
2021,724,108649,108649,549-551 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Ground 549 St Kilda Road MELBOURNE VIC 3004,Epicure Kitchen Cafe,4511,Cafes and Restaurants,Seats - Indoor,81,144.98028,-37.84659,"{'lon': 144.98028, 'lat': -37.84659}"
2021,724,108649,108649,549-551 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Ground 549 St Kilda Road MELBOURNE VIC 3004,Epicure Kitchen Cafe,4511,Cafes and Restaurants,Seats - Outdoor,56,144.98028,-37.84659,"{'lon': 144.98028, 'lat': -37.84659}"
2021,724,108650,108650,553 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 553 St Kilda Road MELBOURNE VIC 3004,Cafe Ella,4511,Cafes and Restaurants,Seats - Indoor,87,144.98038,-37.84685,"{'lon': 144.98038, 'lat': -37.84685}"
2021,759,108632,108632,439-445 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 441 St Kilda Road MELBOURNE VIC 3004,Commodity Cafe,4511,Cafes and Restaurants,Seats - Outdoor,70,144.97768,-37.83949,"{'lon': 144.97768, 'lat': -37.83949}"
2021,760,108645,108645,517 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),"Shop 1, Ground 517 St Kilda Road MELBOURNE VIC 3004",Ai Sushi,4511,Cafes and Restaurants,Seats - Indoor,28,144.97929,-37.84459,"{'lon': 144.97929, 'lat': -37.84459}"
2021,760,108645,108645,517 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Kiosk Ground 517 St Kilda Road MELBOURNE VIC 3004,Locale Coffee,4512,Takeaway Food Services,Seats - Indoor,4,144.97929,-37.84459,"{'lon': 144.97929, 'lat': -37.84459}"
2021,850,101101,101101,Alexandra Gardens Alexandra Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Residence Alexandra Gardens Alexandra Avenue MELBOURNE VIC 3004,Riverside Skate Park,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,10,144.97253,-37.82088,"{'lon': 144.97253, 'lat': -37.82088}"
2021,852,101100,101100,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Gardens House Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,The Atlantic Group,4513,Catering Services,Seats - Indoor,86,144.98128,-37.82952,"{'lon': 144.98128, 'lat': -37.82952}"
2021,870,102178,102178,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),"Shop 2-3, 55 Commercial Road MELBOURNE VIC 3004",Alf's Cafe,4511,Cafes and Restaurants,Seats - Outdoor,130,144.98282,-37.84657,"{'lon': 144.98282, 'lat': -37.84657}"
2021,870,102178,102178,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Part Ground 99 Commercial Road MELBOURNE VIC 3004,Cafe Alfretti,4511,Cafes and Restaurants,Seats - Outdoor,50,144.98282,-37.84657,"{'lon': 144.98282, 'lat': -37.84657}"
2021,870,102178,102178,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Part Baker Medical Research Institute 75 Commercial Road MELBOURNE VIC 3004,My Serendipity Cafe,4511,Cafes and Restaurants,Seats - Indoor,18,144.98282,-37.84657,"{'lon': 144.98282, 'lat': -37.84657}"
2021,871,108652,108652,Victorian School For Deaf Children 583-597 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Part Ground 597 St Kilda Road MELBOURNE VIC 3004,Tradeblock Cafe,4511,Cafes and Restaurants,Seats - Outdoor,20,144.982,-37.84972,"{'lon': 144.982, 'lat': -37.84972}"
2021,303,103859,103859,243-251 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Part Ground 243-251 Flemington Road NORTH MELBOURNE VIC 3051,Thyme Square Cafe,4511,Cafes and Restaurants,Seats - Indoor,58,144.94671,-37.79356,"{'lon': 144.94671, 'lat': -37.79356}"
2021,326,104588,104588,38-48 Haines Street NORTH MELBOURNE VIC 3051,North Melbourne,38 Haines Street NORTH MELBOURNE VIC 3051,North Melbourne Fish And Chips,4512,Takeaway Food Services,Seats - Indoor,7,144.9467,-37.79823,"{'lon': 144.9467, 'lat': -37.79823}"
2021,326,104588,104588,38-48 Haines Street NORTH MELBOURNE VIC 3051,North Melbourne,360 Abbotsford Street NORTH MELBOURNE VIC 3051,Pioneer Pizza A,4512,Takeaway Food Services,Seats - Indoor,12,144.9467,-37.79823,"{'lon': 144.9467, 'lat': -37.79823}"
2021,327,100112,100112,340-348 Abbotsford Street NORTH MELBOURNE VIC 3051,North Melbourne,340 Abbotsford Street NORTH MELBOURNE VIC 3051,Papa Guiseppe Pizza & Pasta,4512,Takeaway Food Services,Seats - Outdoor,4,144.94651,-37.79873,"{'lon': 144.94651, 'lat': -37.79873}"
2021,333,107975,107975,610 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,Ground 610 Queensberry Street NORTH MELBOURNE VIC 3051,Elceed Cafe,4511,Cafes and Restaurants,Seats - Outdoor,18,144.94714,-37.80253,"{'lon': 144.94714, 'lat': -37.80253}"
2021,333,107981,107981,594 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,594 Queensberry Street NORTH MELBOURNE VIC 3051,Twenty & Six Espresso,4511,Cafes and Restaurants,Seats - Indoor,26,144.94754,-37.80257,"{'lon': 144.94754, 'lat': -37.80257}"
2021,335,107955,107955,688 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,688 Queensberry Street NORTH MELBOURNE VIC 3051,Beatrix Cafe,4511,Cafes and Restaurants,Seats - Indoor,12,144.94446,-37.80227,"{'lon': 144.94446, 'lat': -37.80227}"
2021,345,103392,103392,1-5 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,"Shop 2, 1-5 Errol Street NORTH MELBOURNE VIC 3051",Oskar,4511,Cafes and Restaurants,Seats - Outdoor,25,144.94898,-37.80488,"{'lon': 144.94898, 'lat': -37.80488}"
2021,345,103393,103393,7 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,7 Errol Street NORTH MELBOURNE VIC 3051,Joe Taylor,4520,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.94901,-37.8048,"{'lon': 144.94901, 'lat': -37.8048}"
2021,345,103394,103394,9 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Ground 9 Errol Street NORTH MELBOURNE VIC 3051,The Hot Poppy,4511,Cafes and Restaurants,Seats - Indoor,16,144.949,-37.80475,"{'lon': 144.949, 'lat': -37.80475}"
2021,345,103402,103402,33 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,33 Errol Street NORTH MELBOURNE VIC 3051,Townhall Hotel North Melbourne,4520,"Pubs, Taverns and Bars",Seats - Indoor,56,144.94879,-37.80413,"{'lon': 144.94879, 'lat': -37.80413}"
2021,345,103407,103407,47 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,47 Errol Street NORTH MELBOURNE VIC 3051,Wonky Trolley,4511,Cafes and Restaurants,Seats - Indoor,30,144.94907,-37.80391,"{'lon': 144.94907, 'lat': -37.80391}"
2021,345,103415,103415,69-71 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,69-71 Errol Street NORTH MELBOURNE VIC 3051,Errol's Cafe,4511,Cafes and Restaurants,Seats - Outdoor,30,144.94908,-37.80346,"{'lon': 144.94908, 'lat': -37.80346}"
2021,345,570824,570824,520-528 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,522 Victoria Street NORTH MELBOURNE VIC 3051,Nizams Indian Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,4,144.94871,-37.80475,"{'lon': 144.94871, 'lat': -37.80475}"
2021,346,103424,103424,97 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,97 Errol Street NORTH MELBOURNE VIC 3051,Fandango,4511,Cafes and Restaurants,Seats - Indoor,16,144.94941,-37.80261,"{'lon': 144.94941, 'lat': -37.80261}"
2021,346,103424,103424,97 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,97 Errol Street NORTH MELBOURNE VIC 3051,Fandango,4511,Cafes and Restaurants,Seats - Outdoor,4,144.94941,-37.80261,"{'lon': 144.94941, 'lat': -37.80261}"
2021,346,103426,103426,103-107 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,103-107 Errol Street NORTH MELBOURNE VIC 3051,Auction Rooms,4511,Cafes and Restaurants,Seats - Indoor,104,144.94946,-37.80246,"{'lon': 144.94946, 'lat': -37.80246}"
2021,346,107986,107986,566-574 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,568 Queensberry Street NORTH MELBOURNE VIC 3051,French Quarter Patisserie,4511,Cafes and Restaurants,Seats - Indoor,24,144.94848,-37.80271,"{'lon': 144.94848, 'lat': -37.80271}"
2021,346,107986,107986,566-574 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,568 Queensberry Street NORTH MELBOURNE VIC 3051,French Quarter Patisserie,4511,Cafes and Restaurants,Seats - Outdoor,14,144.94848,-37.80271,"{'lon': 144.94848, 'lat': -37.80271}"
2021,347,110920,110920,Limerick Castle Hotel & Restaurant 161-163 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Limerick Castle Hotel & Restaurant 161-163 Errol Street NORTH MELBOURNE VIC 3051,Limerick Castle Hotel & Restaurant,4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.94964,-37.80116,"{'lon': 144.94964, 'lat': -37.80116}"
2021,353,103842,103842,193 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,193 Flemington Road NORTH MELBOURNE VIC 3051,Royal Kebab Cafe,4511,Cafes and Restaurants,Seats - Outdoor,8,144.94842,-37.79508,"{'lon': 144.94842, 'lat': -37.79508}"
2021,354,103520,103520,34 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Ground 34 Errol Street NORTH MELBOURNE VIC 3051,KL Bunga Raya,4511,Cafes and Restaurants,Seats - Outdoor,14,144.94973,-37.80436,"{'lon': 144.94973, 'lat': -37.80436}"
2021,354,103520,103520,34 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Ground 34 Errol Street NORTH MELBOURNE VIC 3051,KL Bunga Raya,4511,Cafes and Restaurants,Seats - Indoor,40,144.94973,-37.80436,"{'lon': 144.94973, 'lat': -37.80436}"
2021,354,103523,103523,20-26 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Part Level 1 26 Errol Street NORTH MELBOURNE VIC 3051,The Comics Lounge,4530,Clubs (Hospitality),Seats - Indoor,390,144.94989,-37.80458,"{'lon': 144.94989, 'lat': -37.80458}"
2021,354,103526,103526,8 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,8 Errol Street NORTH MELBOURNE VIC 3051,Hanoi in North Melbourne,4511,Cafes and Restaurants,Seats - Outdoor,12,144.94957,-37.8049,"{'lon': 144.94957, 'lat': -37.8049}"
2021,354,109794,109794,478-484 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Ground 478-482 Victoria Street NORTH MELBOURNE VIC 3051,La Porchetta North Melbourne,4511,Cafes and Restaurants,Seats - Indoor,130,144.95015,-37.80497,"{'lon': 144.95015, 'lat': -37.80497}"
2021,356,105025,105025,123-129 Howard Street NORTH MELBOURNE VIC 3051,North Melbourne,123-129 Howard Street NORTH MELBOURNE VIC 3051,Ample Cafe Bar,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9537,-37.8041,"{'lon': 144.9537, 'lat': -37.8041}"
2021,356,105025,105025,123-129 Howard Street NORTH MELBOURNE VIC 3051,North Melbourne,123-129 Howard Street NORTH MELBOURNE VIC 3051,Ample Cafe Bar,4511,Cafes and Restaurants,Seats - Indoor,55,144.9537,-37.8041,"{'lon': 144.9537, 'lat': -37.8041}"
2021,357,109824,109824,Ramsden Apartments 352-362 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,358 Victoria Street NORTH MELBOURNE VIC 3051,Little Africa,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95434,-37.80538,"{'lon': 144.95434, 'lat': -37.80538}"
2021,357,109824,109824,Ramsden Apartments 352-362 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,358 Victoria Street NORTH MELBOURNE VIC 3051,Little Africa,4511,Cafes and Restaurants,Seats - Indoor,26,144.95434,-37.80538,"{'lon': 144.95434, 'lat': -37.80538}"
2021,358,107887,107887,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,Bobbie Peels,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.95597,-37.80396,"{'lon': 144.95597, 'lat': -37.80396}"
2021,358,109827,109827,320-322 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Ground 320 Victoria Street NORTH MELBOURNE VIC 3051,Kebab Connection,4512,Takeaway Food Services,Seats - Indoor,17,144.95549,-37.80561,"{'lon': 144.95549, 'lat': -37.80561}"
2021,362,103236,103236,529-541 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,Part Ground 535 Elizabeth Street MELBOURNE VIC 3000,In a Rush 535 Elizabeth,4511,Cafes and Restaurants,Seats - Outdoor,24,144.95861,-37.80567,"{'lon': 144.95861, 'lat': -37.80567}"
2021,362,103236,103236,529-541 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,Part Ground 535 Elizabeth Street MELBOURNE VIC 3000,In a Rush 535 Elizabeth,4511,Cafes and Restaurants,Seats - Indoor,40,144.95861,-37.80567,"{'lon': 144.95861, 'lat': -37.80567}"
2021,362,103246,103246,595 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,Ground 595 Elizabeth Street MELBOURNE VIC 3000,I Wrap Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.95815,-37.80444,"{'lon': 144.95815, 'lat': -37.80444}"
2021,362,103246,103246,595 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,Ground 595 Elizabeth Street MELBOURNE VIC 3000,I Wrap Cafe,4511,Cafes and Restaurants,Seats - Indoor,16,144.95815,-37.80444,"{'lon': 144.95815, 'lat': -37.80444}"
2021,362,103248,103248,599 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,599 Elizabeth Street MELBOURNE VIC 3000,Original Tea,4511,Cafes and Restaurants,Seats - Outdoor,16,144.95812,-37.80435,"{'lon': 144.95812, 'lat': -37.80435}"
2021,362,103250,103250,605-607 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,"Unit 1, 605 Elizabeth Street MELBOURNE VIC 3000",Big Bang Yogurt,4512,Takeaway Food Services,Seats - Indoor,20,144.95804,-37.80419,"{'lon': 144.95804, 'lat': -37.80419}"
2021,369,103498,103498,116-118 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,116 Errol Street NORTH MELBOURNE VIC 3051,Affinity On Errol,4511,Cafes and Restaurants,Seats - Outdoor,4,144.9501,-37.80223,"{'lon': 144.9501, 'lat': -37.80223}"
2021,369,108001,108001,502 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,502 Queensberry Street NORTH MELBOURNE VIC 3051,Mr Price's Food Store,4511,Cafes and Restaurants,Seats - Indoor,30,144.95066,-37.80286,"{'lon': 144.95066, 'lat': -37.80286}"
2021,370,103492,103492,148-150 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,148-150 Errol Street NORTH MELBOURNE VIC 3051,Mork Chocolate,4511,Cafes and Restaurants,Seats - Indoor,18,144.95019,-37.80154,"{'lon': 144.95019, 'lat': -37.80154}"
2021,376,103811,103811,19-35 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,27 Flemington Road NORTH MELBOURNE VIC 3051,The Rice Cooker,4511,Cafes and Restaurants,Seats - Indoor,50,144.95518,-37.80068,"{'lon': 144.95518, 'lat': -37.80068}"
2021,376,103812,103812,37 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,37 Flemington Road NORTH MELBOURNE VIC 3051,A Treat of France,4511,Cafes and Restaurants,Seats - Outdoor,4,144.95517,-37.80032,"{'lon': 144.95517, 'lat': -37.80032}"
2021,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE VIC 3051,North Melbourne,56-58 Courtney Street NORTH MELBOURNE VIC 3051,The Castle Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,160,144.95303,-37.8009,"{'lon': 144.95303, 'lat': -37.8009}"
2021,377,103814,103814,47-59 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,"Unit 9, Ground 55 Flemington Road NORTH MELBOURNE VIC 3051",Flavour Cafe,4511,Cafes and Restaurants,Seats - Indoor,72,144.95432,-37.79973,"{'lon': 144.95432, 'lat': -37.79973}"
2021,377,103814,103814,47-59 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,"Unit 3, Ground 55 Flemington Road NORTH MELBOURNE VIC 3051",Eat Pizza,4512,Takeaway Food Services,Seats - Outdoor,6,144.95432,-37.79973,"{'lon': 144.95432, 'lat': -37.79973}"
2021,377,103816,103816,65-67 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,67 Flemington Road NORTH MELBOURNE VIC 3051,Mum Mum Asian Street Food,4511,Cafes and Restaurants,Seats - Indoor,42,144.95401,-37.79937,"{'lon': 144.95401, 'lat': -37.79937}"
2021,377,109865,109865,36-38 Villiers Street NORTH MELBOURNE VIC 3051,North Melbourne,Part 38 Villiers Street NORTH MELBOURNE VIC 3051,The Smith Cafe,4512,Takeaway Food Services,Seats - Indoor,6,144.95317,-37.79978,"{'lon': 144.95317, 'lat': -37.79978}"
2021,378,103822,103822,91-95 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,91 Flemington Road NORTH MELBOURNE VIC 3051,Jaspresso,4511,Cafes and Restaurants,Seats - Indoor,25,144.95286,-37.79856,"{'lon': 144.95286, 'lat': -37.79856}"
