census_year,block_id,property_id,base_property_id,building_address,clue_small_area,business_address,trading_name,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2021,203,103123,103123,258 Elgin Street CARLTON VIC 3053,Carlton,258 Elgin Street CARLTON VIC 3053,Cafe Sua Da,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96553,-37.79671,"{'lon': 144.96553, 'lat': -37.79671}"
2021,204,109359,109359,College Square on Swanston 768-804 Swanston Street CARLTON VIC 3053,Carlton,804 Swanston Street CARLTON VIC 3053,The Longing Flavour,4511,Cafes and Restaurants,Seats - Indoor,50,144.96517,-37.79783,"{'lon': 144.96517, 'lat': -37.79783}"
2021,205,573289,573289,Royal Dental Hospital 720 Swanston Street CARLTON VIC 3053,Carlton,Part Ground 720 Swanston Street CARLTON VIC 3053,Toothpicks Cafe,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96489,-37.79946,"{'lon': 144.96489, 'lat': -37.79946}"
2021,205,573290,573290,740-750 Swanston Street CARLTON VIC 3053,Carlton,740 Swanston Street CARLTON VIC 3053,E Dumpling,4511,Cafes and Restaurants,Seats - Indoor,32,144.96477,-37.799,"{'lon': 144.96477, 'lat': -37.799}"
2021,206,103694,103694,235-237 Faraday Street CARLTON VIC 3053,Carlton,Part 237 Faraday Street CARLTON VIC 3053,New York Minute,4511,Cafes and Restaurants,Seats - Indoor,20,144.9663,-37.79881,"{'lon': 144.9663, 'lat': -37.79881}"
2021,206,106113,106113,205-207 Lygon Street CARLTON VIC 3053,Carlton,88 Grattan Street CARLTON VIC 3053,Dumpling ADA,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96655,-37.80046,"{'lon': 144.96655, 'lat': -37.80046}"
2021,206,106113,106113,205-207 Lygon Street CARLTON VIC 3053,Carlton,88 Grattan Street CARLTON VIC 3053,Dumpling ADA,4511,Cafes and Restaurants,Seats - Indoor,35,144.96655,-37.80046,"{'lon': 144.96655, 'lat': -37.80046}"
2021,206,106118,106118,219-221 Lygon Street CARLTON VIC 3053,Carlton,219-221 Lygon Street CARLTON VIC 3053,Papa Gino's Pizza Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.96672,-37.80019,"{'lon': 144.96672, 'lat': -37.80019}"
2021,206,106120,106120,225-229 Lygon Street CARLTON VIC 3053,Carlton,225-229 Lygon Street CARLTON VIC 3053,Cafe Corretto,4511,Cafes and Restaurants,Seats - Outdoor,55,144.96674,-37.80005,"{'lon': 144.96674, 'lat': -37.80005}"
2021,206,106130,106130,255-257 Lygon Street CARLTON VIC 3053,Carlton,255 Lygon Street CARLTON VIC 3053,University Cafe,4511,Cafes and Restaurants,Seats - Outdoor,56,144.96684,-37.79948,"{'lon': 144.96684, 'lat': -37.79948}"
2021,206,106130,106130,255-257 Lygon Street CARLTON VIC 3053,Carlton,255 Lygon Street CARLTON VIC 3053,University Cafe,4511,Cafes and Restaurants,Seats - Indoor,120,144.96684,-37.79948,"{'lon': 144.96684, 'lat': -37.79948}"
2021,207,106142,106142,291-299 Lygon Street CARLTON VIC 3053,Carlton,293 Lygon Street CARLTON VIC 3053,King & Godfree,4511,Cafes and Restaurants,Seats - Indoor,200,144.96704,-37.79839,"{'lon': 144.96704, 'lat': -37.79839}"
2021,207,106144,106144,305 Lygon Street CARLTON VIC 3053,Carlton,305 Lygon Street CARLTON VIC 3053,Tiamo 2,4511,Cafes and Restaurants,Seats - Outdoor,29,144.96708,-37.79818,"{'lon': 144.96708, 'lat': -37.79818}"
2021,207,106149,106149,323 Lygon Street CARLTON VIC 3053,Carlton,323 Lygon Street CARLTON VIC 3053,Milk The Cow,4511,Cafes and Restaurants,Seats - Indoor,80,144.96713,-37.79777,"{'lon': 144.96713, 'lat': -37.79777}"
2021,207,106152,106152,329 Lygon Street CARLTON VIC 3053,Carlton,329 Lygon Street CARLTON VIC 3053,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96715,-37.79764,"{'lon': 144.96715, 'lat': -37.79764}"
2021,207,106152,106152,329 Lygon Street CARLTON VIC 3053,Carlton,329 Lygon Street CARLTON VIC 3053,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Indoor,35,144.96715,-37.79764,"{'lon': 144.96715, 'lat': -37.79764}"
2021,207,106153,106153,331-335 Lygon Street CARLTON VIC 3053,Carlton,331-335 Lygon Street CARLTON VIC 3053,Jimmy Watsons,4511,Cafes and Restaurants,Seats - Indoor,120,144.96717,-37.79751,"{'lon': 144.96717, 'lat': -37.79751}"
2021,207,106154,106154,337-343 Lygon Street CARLTON VIC 3053,Carlton,341-343 Lygon Street CARLTON VIC 3053,Intersection Cafe,4511,Cafes and Restaurants,Seats - Indoor,39,144.96723,-37.79735,"{'lon': 144.96723, 'lat': -37.79735}"
2021,212,111336,106170,South Tower No.1 College Square Apartments 570 Lygon Street CARLTON VIC 3053,Carlton,"Unit 1011, 570 Lygon Street CARLTON VIC 3053",Chong Quing,4511,Cafes and Restaurants,Seats - Indoor,66,144.96905,-37.79314,"{'lon': 144.96905, 'lat': -37.79314}"
2021,212,633373,633373,497-513 Rathdowne Street CARLTON VIC 3053,Carlton,Part Ground 497-513 Rathdowne Street CARLTON VIC 3053,Rathdowne & Reeves Cafe,4511,Cafes and Restaurants,Seats - Outdoor,22,144.97077,-37.79366,"{'lon': 144.97077, 'lat': -37.79366}"
2021,214,103134,103134,192 Elgin Street CARLTON VIC 3053,Carlton,192 Elgin Street CARLTON VIC 3053,Curry in Carlton,4512,Takeaway Food Services,Seats - Indoor,20,144.96816,-37.79698,"{'lon': 144.96816, 'lat': -37.79698}"
2021,214,103134,103134,192 Elgin Street CARLTON VIC 3053,Carlton,192 Elgin Street CARLTON VIC 3053,Curry in Carlton,4512,Takeaway Food Services,Seats - Outdoor,6,144.96816,-37.79698,"{'lon': 144.96816, 'lat': -37.79698}"
2021,214,106186,106186,414-422 Lygon Street CARLTON VIC 3053,Carlton,414-422 Lygon Street CARLTON VIC 3053,Green Man's Arms,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.96781,-37.79695,"{'lon': 144.96781, 'lat': -37.79695}"
2021,215,103144,103144,138-144 Elgin Street CARLTON VIC 3053,Carlton,144 Elgin Street CARLTON VIC 3053,Campos Coffee,4511,Cafes and Restaurants,Seats - Indoor,36,144.96981,-37.79715,"{'lon': 144.96981, 'lat': -37.79715}"
2021,217,102686,102686,313-315 Drummond Street CARLTON VIC 3053,Carlton,313-315 Drummond Street CARLTON VIC 3053,Masani Italian Dining & Terrace,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96849,-37.79838,"{'lon': 144.96849, 'lat': -37.79838}"
2021,217,103102,103102,171-175 Elgin Street CARLTON VIC 3053,Carlton,171-175 Elgin Street CARLTON VIC 3053,The Shaw Davey Slum,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96871,-37.79751,"{'lon': 144.96871, 'lat': -37.79751}"
2021,217,103107,103107,189 Elgin Street CARLTON VIC 3053,Carlton,"Shop 1, Ground 189 Elgin Street CARLTON VIC 3053",The Heart of Carlton,4512,Takeaway Food Services,Seats - Indoor,10,144.96821,-37.79746,"{'lon': 144.96821, 'lat': -37.79746}"
2021,217,103703,103703,198-204 Faraday Street CARLTON VIC 3053,Carlton,Ground 198-204 Faraday Street CARLTON VIC 3053,Criniti's Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Outdoor,86,144.96784,-37.79851,"{'lon': 144.96784, 'lat': -37.79851}"
2021,217,103703,103703,198-204 Faraday Street CARLTON VIC 3053,Carlton,Ground 198-204 Faraday Street CARLTON VIC 3053,Criniti's Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Indoor,110,144.96784,-37.79851,"{'lon': 144.96784, 'lat': -37.79851}"
2021,217,103704,103704,194-196 Faraday Street CARLTON VIC 3053,Carlton,Ground 194-196 Faraday Street CARLTON VIC 3053,Yo-Chi,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96802,-37.79844,"{'lon': 144.96802, 'lat': -37.79844}"
2021,217,103710,103710,176-178 Faraday Street CARLTON VIC 3053,Carlton,Part 178 Faraday Street CARLTON VIC 3053,Market Lane Coffee,4512,Takeaway Food Services,Seats - Indoor,2,144.96849,-37.79857,"{'lon': 144.96849, 'lat': -37.79857}"
2021,217,103711,103711,172-174 Faraday Street CARLTON VIC 3053,Carlton,Ground 172-174 Faraday Street CARLTON VIC 3053,The Carlton Wine Room,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96859,-37.79858,"{'lon': 144.96859, 'lat': -37.79858}"
2021,217,106189,106189,398-400 Lygon Street CARLTON VIC 3053,Carlton,400 Lygon Street CARLTON VIC 3053,Trotters Bistro,4511,Cafes and Restaurants,Seats - Indoor,125,144.96776,-37.79763,"{'lon': 144.96776, 'lat': -37.79763}"
2021,217,106193,106193,368-386 Lygon Street CARLTON VIC 3053,Carlton,368-384 Lygon Street CARLTON VIC 3053,Cinema Nova,5513,Motion Picture Exhibition,Seats - Indoor,30,144.96815,-37.79804,"{'lon': 144.96815, 'lat': -37.79804}"
2021,217,106195,106195,364 Lygon Street CARLTON VIC 3053,Carlton,364 Lygon Street CARLTON VIC 3053,Sea salt kitchen,4511,Cafes and Restaurants,Seats - Indoor,43,144.96764,-37.79828,"{'lon': 144.96764, 'lat': -37.79828}"
2021,218,106203,106203,334-336 Lygon Street CARLTON VIC 3053,Carlton,334 Lygon Street CARLTON VIC 3053,Lavezzi Gelateria,4512,Takeaway Food Services,Seats - Indoor,4,144.96749,-37.79916,"{'lon': 144.96749, 'lat': -37.79916}"
2021,218,106206,106206,326-328 Lygon Street CARLTON VIC 3053,Carlton,Gnd & Flr1 326 Lygon Street CARLTON VIC 3053,DOC Espresso,4511,Cafes and Restaurants,Seats - Outdoor,60,144.96747,-37.79932,"{'lon': 144.96747, 'lat': -37.79932}"
2021,218,106215,106215,298 Lygon Street CARLTON VIC 3053,Carlton,298 Lygon Street CARLTON VIC 3053,Carlton Yacht Club Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96738,-37.79999,"{'lon': 144.96738, 'lat': -37.79999}"
2021,219,108188,108188,319-323 Rathdowne Street CARLTON VIC 3053,Carlton,323 Rathdowne Street CARLTON VIC 3053,East Imperial,4511,Cafes and Restaurants,Seats - Indoor,100,144.96988,-37.79918,"{'lon': 144.96988, 'lat': -37.79918}"
2021,224,108247,108247,114-116 Rathdowne Street CARLTON VIC 3053,Carlton,114-116 Rathdowne Street CARLTON VIC 3053,Paris Go Bistro,4511,Cafes and Restaurants,Seats - Indoor,50,144.97088,-37.79696,"{'lon': 144.97088, 'lat': -37.79696}"
2021,225,108238,108238,154-156 Rathdowne Street CARLTON VIC 3053,Carlton,154-156 Rathdowne Street CARLTON VIC 3053,Ziyka Pizza,4512,Takeaway Food Services,Seats - Indoor,10,144.97107,-37.79586,"{'lon': 144.97107, 'lat': -37.79586}"
2021,225,108239,108239,138-150 Rathdowne Street CARLTON VIC 3053,Carlton,144-146 Rathdowne Street CARLTON VIC 3053,Ziyka,4511,Cafes and Restaurants,Seats - Indoor,80,144.97104,-37.79605,"{'lon': 144.97104, 'lat': -37.79605}"
2021,225,108239,108239,138-150 Rathdowne Street CARLTON VIC 3053,Carlton,138B Rathdowne Street CARLTON VIC 3053,CHAMMAN,4512,Takeaway Food Services,Seats - Indoor,15,144.97104,-37.79605,"{'lon': 144.97104, 'lat': -37.79605}"
2021,226,108233,108233,168-170 Rathdowne Street CARLTON VIC 3053,Carlton,168-170 Rathdowne Street CARLTON VIC 3053,The Olive Jar,4511,Cafes and Restaurants,Seats - Indoor,75,144.97115,-37.79538,"{'lon': 144.97115, 'lat': -37.79538}"
2021,226,108235,108235,164 Rathdowne Street CARLTON VIC 3053,Carlton,164 Rathdowne Street CARLTON VIC 3053,Casa Tajine,4511,Cafes and Restaurants,Seats - Indoor,35,144.97113,-37.79548,"{'lon': 144.97113, 'lat': -37.79548}"
2021,230,106969,106969,237-239 Nicholson Street CARLTON VIC 3053,Carlton,Ground 237 Nicholson Street CARLTON VIC 3053,French Lettuce,4512,Takeaway Food Services,Seats - Outdoor,9,144.97514,-37.7944,"{'lon': 144.97514, 'lat': -37.7944}"
2021,240,104466,104466,Alan Gilbert Building - Bld 104 153-163 Barry Street CARLTON VIC 3053,Carlton,Ground 161 Barry Street CARLTON VIC 3053,Baretto Cafe,4511,Cafes and Restaurants,Seats - Indoor,120,144.95928,-37.80023,"{'lon': 144.95928, 'lat': -37.80023}"
2021,240,104466,104466,Alan Gilbert Building - Bld 104 153-163 Barry Street CARLTON VIC 3053,Carlton,Ground 161 Barry Street CARLTON VIC 3053,Baretto Cafe,4511,Cafes and Restaurants,Seats - Outdoor,15,144.95928,-37.80023,"{'lon': 144.95928, 'lat': -37.80023}"
2021,240,107550,107550,156-180 Berkeley Street CARLTON VIC 3053,Carlton,Part Ground 156-180 Berkeley Street CARLTON VIC 3053,Cafe  Commercio,4511,Cafes and Restaurants,Seats - Outdoor,20,144.95882,-37.80156,"{'lon': 144.95882, 'lat': -37.80156}"
2021,242,101255,101255,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,Carlton,230-234 Leicester Street CARLTON VIC 3053,The Graduate Union of the University of Melbourne,4400,Accommodation,Seats - Outdoor,30,144.96162,-37.80104,"{'lon': 144.96162, 'lat': -37.80104}"
2021,243,105654,105654,22-40 Lincoln Square North CARLTON VIC 3053,Carlton,154 Bouverie Street CARLTON VIC 3053,Lincoln Bakery Cafe,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96273,-37.80134,"{'lon': 144.96273, 'lat': -37.80134}"
2021,243,109327,109327,Rydges on Swanston - Melbourne 701-713 Swanston Street CARLTON VIC 3053,Carlton,"Part Ground, Levels 1-4 & Tenancy 2 701-713 Swanston Street CARLTON VIC 3053",Rydges on Swanston,4400,Accommodation,Seats - Outdoor,25,144.96338,-37.80142,"{'lon': 144.96338, 'lat': -37.80142}"
2021,243,109330,109330,743-751 Swanston Street CARLTON VIC 3053,Carlton,"Shop 2, 743-751 Swanston Street CARLTON VIC 3053",KFC Carlton,4511,Cafes and Restaurants,Seats - Outdoor,15,144.96364,-37.80062,"{'lon': 144.96364, 'lat': -37.80062}"
2021,243,109330,109330,743-751 Swanston Street CARLTON VIC 3053,Carlton,"Shop 3, 743-751 Swanston Street CARLTON VIC 3053",Lanzhou Beef Noodle Bar,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96364,-37.80062,"{'lon': 144.96364, 'lat': -37.80062}"
2021,245,104450,104450,251-257 Cardigan Street CARLTON VIC 3053,Carlton,"Shop 1, Ground 121 Grattan Street CARLTON VIC 3053",Rice Bar Not Only Rice,4511,Cafes and Restaurants,Seats - Outdoor,40,144.9651,-37.80077,"{'lon': 144.9651, 'lat': -37.80077}"
2021,245,109360,109360,680-682 Swanston Street CARLTON VIC 3053,Carlton,680-682 Swanston Street CARLTON VIC 3053,Colourful Yunnan Restaurant,4511,Cafes and Restaurants,Seats - Indoor,150,144.96424,-37.80063,"{'lon': 144.96424, 'lat': -37.80063}"
2021,245,109365,109365,644-658 Swanston Street CARLTON VIC 3053,Carlton,644 Swanston Street CARLTON VIC 3053,Oko Oko,4511,Cafes and Restaurants,Seats - Indoor,40,144.96428,-37.80132,"{'lon': 144.96428, 'lat': -37.80132}"
2021,245,110987,110987,Astorial Apartments 660-674 Swanston Street CARLTON VIC 3053,Carlton,660 Swanston Street CARLTON VIC 3053,Momo Sushi,4512,Takeaway Food Services,Seats - Outdoor,6,144.9642,-37.80096,"{'lon': 144.9642, 'lat': -37.80096}"
2021,245,581508,538825,Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,Carlton,"Tenancy 104D, 604 Swanston Street CARLTON VIC 3053",XD Fresh,4512,Takeaway Food Services,Seats - Indoor,24,144.96433,-37.8019,"{'lon': 144.96433, 'lat': -37.8019}"
2021,245,581508,538825,Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,Carlton,"Tenancy 101D, 604 Swanston Street CARLTON VIC 3053",Norsiah's Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96433,-37.8019,"{'lon': 144.96433, 'lat': -37.8019}"
2021,246,101693,101693,156-164 Cardigan Street CARLTON VIC 3053,Carlton,"Unit 2, 164 Cardigan Street CARLTON VIC 3053",Jokamz,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96563,-37.80133,"{'lon': 144.96563, 'lat': -37.80133}"
2021,246,106099,106099,163-165 Lygon Street CARLTON VIC 3053,Carlton,Ground & Part Level 1 165 Lygon Street CARLTON VIC 3053,Casa Del Gelato,4512,Takeaway Food Services,Seats - Outdoor,15,144.96643,-37.80187,"{'lon': 144.96643, 'lat': -37.80187}"
2021,246,106099,106099,163-165 Lygon Street CARLTON VIC 3053,Carlton,Ground & Part Level 1 165 Lygon Street CARLTON VIC 3053,Casa Del Gelato,4512,Takeaway Food Services,Seats - Indoor,15,144.96643,-37.80187,"{'lon': 144.96643, 'lat': -37.80187}"
2021,246,106100,106100,167 Lygon Street CARLTON VIC 3053,Carlton,167 Lygon Street CARLTON VIC 3053,Koko Black Carlton,4511,Cafes and Restaurants,Seats - Indoor,35,144.96645,-37.80179,"{'lon': 144.96645, 'lat': -37.80179}"
2021,246,106102,106102,171 Lygon Street CARLTON VIC 3053,Carlton,Ground 171 Lygon Street CARLTON VIC 3053,Mixity Restaurant and Cafe,4511,Cafes and Restaurants,Seats - Indoor,40,144.96647,-37.80166,"{'lon': 144.96647, 'lat': -37.80166}"
2021,246,106103,106103,173 Lygon Street CARLTON VIC 3053,Carlton,173 Lygon Street CARLTON VIC 3053,Hwatu,4511,Cafes and Restaurants,Seats - Indoor,36,144.96648,-37.80161,"{'lon': 144.96648, 'lat': -37.80161}"
2021,246,106105,106105,177-183 Lygon Street CARLTON VIC 3053,Carlton,Gnd & Flr1 181-183 Lygon Street CARLTON VIC 3053,Cafe Cavallino,4511,Cafes and Restaurants,Seats - Outdoor,88,144.96651,-37.80145,"{'lon': 144.96651, 'lat': -37.80145}"
2021,246,106108,106108,191 Lygon Street CARLTON VIC 3053,Carlton,191 Lygon Street CARLTON VIC 3053,Leyalina,4511,Cafes and Restaurants,Seats - Indoor,48,144.9665,-37.80114,"{'lon': 144.9665, 'lat': -37.80114}"
2021,246,106110,106110,201-203 Lygon Street CARLTON VIC 3053,Carlton,201-203 Lygon Street CARLTON VIC 3053,Tono On Borsari,4511,Cafes and Restaurants,Seats - Indoor,70,144.96667,-37.8009,"{'lon': 144.96667, 'lat': -37.8009}"
2021,246,106112,106112,199 Lygon Street CARLTON VIC 3053,Carlton,199 Lygon Street CARLTON VIC 3053,Seasons Provedore,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96666,-37.80097,"{'lon': 144.96666, 'lat': -37.80097}"
2021,246,106112,106112,199 Lygon Street CARLTON VIC 3053,Carlton,199 Lygon Street CARLTON VIC 3053,Seasons Provedore,4511,Cafes and Restaurants,Seats - Indoor,20,144.96666,-37.80097,"{'lon': 144.96666, 'lat': -37.80097}"
2021,246,559022,559022,111-113 Grattan Street CARLTON VIC 3053,Carlton,111-113 Grattan Street CARLTON VIC 3053,Dragon hot pot,4511,Cafes and Restaurants,Seats - Indoor,46,144.96577,-37.80082,"{'lon': 144.96577, 'lat': -37.80082}"
2021,246,559024,559024,115 Grattan Street CARLTON VIC 3053,Carlton,Ground 115 Grattan Street CARLTON VIC 3053,Nasi Lemak House,4512,Takeaway Food Services,Seats - Indoor,12,144.96568,-37.80081,"{'lon': 144.96568, 'lat': -37.80081}"
2021,247,106233,106233,234-236 Lygon Street CARLTON VIC 3053,Carlton,234-236 Lygon Street CARLTON VIC 3053,Ziyka Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96723,-37.80169,"{'lon': 144.96723, 'lat': -37.80169}"
2021,247,106236,106236,Carlton Lygon Lodge 220-228 Lygon Street CARLTON VIC 3053,Carlton,222 Lygon Street CARLTON VIC 3053,Little Lygon Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96719,-37.80192,"{'lon': 144.96719, 'lat': -37.80192}"
2021,247,106238,106238,192-202 Lygon Street CARLTON VIC 3053,Carlton,Ground 200 Lygon Street CARLTON VIC 3053,Players On Lygon,4520,"Pubs, Taverns and Bars",Seats - Outdoor,12,144.9671,-37.80246,"{'lon': 144.9671, 'lat': -37.80246}"
2021,247,107557,107557,62 Pelham Street CARLTON VIC 3053,Carlton,62 Pelham Street CARLTON VIC 3053,Assembly Store,4512,Takeaway Food Services,Seats - Indoor,15,144.96729,-37.80263,"{'lon': 144.96729, 'lat': -37.80263}"
2021,251,102774,102774,18-40 Queensberry Street CARLTON VIC 3053,Carlton,Ground 80 Drummond Street CARLTON VIC 3053,Coffee on Drummond,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96828,-37.80481,"{'lon': 144.96828, 'lat': -37.80481}"
2021,251,102774,102774,18-40 Queensberry Street CARLTON VIC 3053,Carlton,Ground 80 Drummond Street CARLTON VIC 3053,Coffee on Drummond,4511,Cafes and Restaurants,Seats - Indoor,24,144.96828,-37.80481,"{'lon': 144.96828, 'lat': -37.80481}"
2021,252,106242,106242,166-168 Lygon Street CARLTON VIC 3053,Carlton,166-168 Lygon Street CARLTON VIC 3053,Il Gambero On The Park,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96681,-37.80331,"{'lon': 144.96681, 'lat': -37.80331}"
2021,252,106242,106242,166-168 Lygon Street CARLTON VIC 3053,Carlton,166-168 Lygon Street CARLTON VIC 3053,Il Gambero On The Park,4511,Cafes and Restaurants,Seats - Indoor,221,144.96681,-37.80331,"{'lon': 144.96681, 'lat': -37.80331}"
2021,252,106245,106245,152-154 Lygon Street CARLTON VIC 3053,Carlton,152-154 Lygon Street CARLTON VIC 3053,El GIza Bar and Lounge,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.96674,-37.80359,"{'lon': 144.96674, 'lat': -37.80359}"
2021,252,111059,106250,126 Lygon Street CARLTON VIC 3053,Carlton,126 Lygon Street CARLTON VIC 3053,Hakata Gensuke Carlton,4511,Cafes and Restaurants,Seats - Indoor,22,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111061,106250,122 Lygon Street CARLTON VIC 3053,Carlton,122 Lygon Street CARLTON VIC 3053,Dong Phuong Vietnamese Cuisine,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111061,106250,122 Lygon Street CARLTON VIC 3053,Carlton,122 Lygon Street CARLTON VIC 3053,Dong Phuong Vietnamese Cuisine,4511,Cafes and Restaurants,Seats - Indoor,30,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111062,106250,120 Lygon Street CARLTON VIC 3053,Carlton,120 Lygon Street CARLTON VIC 3053,Lygon Charcoal Grill & Steakhouse,4511,Cafes and Restaurants,Seats - Outdoor,29,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111062,106250,120 Lygon Street CARLTON VIC 3053,Carlton,120 Lygon Street CARLTON VIC 3053,Lygon Charcoal Grill & Steakhouse,4511,Cafes and Restaurants,Seats - Indoor,100,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111064,106250,114 Lygon Street CARLTON VIC 3053,Carlton,114 Lygon Street CARLTON VIC 3053,Killiney Kopitiam,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111066,106250,110 Lygon Street CARLTON VIC 3053,Carlton,110 Lygon Street CARLTON VIC 3053,Ying Thai 2,4511,Cafes and Restaurants,Seats - Indoor,30,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111068,106250,106 Lygon Street CARLTON VIC 3053,Carlton,106 Lygon Street CARLTON VIC 3053,Saigon Pho Carlton,4511,Cafes and Restaurants,Seats - Indoor,35,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111069,106250,104 Lygon Street CARLTON VIC 3053,Carlton,104 Lygon Street CARLTON VIC 3053,Flavours of Indus,4511,Cafes and Restaurants,Seats - Indoor,50,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,111070,106250,80 Queensberry Street CARLTON VIC 3053,Carlton,98-100 Lygon Street CARLTON VIC 3053,Lambs Restaurant,4511,Cafes and Restaurants,Seats - Indoor,85,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,252,574430,106250,116 Lygon Street CARLTON VIC 3053,Carlton,Ground 116 Lygon Street CARLTON VIC 3053,Il Dolce Freddo,4511,Cafes and Restaurants,Seats - Indoor,22,144.9667,-37.80444,"{'lon': 144.9667, 'lat': -37.80444}"
2021,254,106083,106083,95-97 Lygon Street CARLTON VIC 3053,Carlton,Level 1 90 Queensberry Street CARLTON VIC 3053,Black Cat on Lygon,4511,Cafes and Restaurants,Seats - Indoor,50,144.96595,-37.80468,"{'lon': 144.96595, 'lat': -37.80468}"
2021,254,106084,106084,99-109 Lygon Street CARLTON VIC 3053,Carlton,99 Lygon Street CARLTON VIC 3053,Toto's Pizza,4511,Cafes and Restaurants,Seats - Indoor,70,144.96598,-37.8045,"{'lon': 144.96598, 'lat': -37.8045}"
2021,254,106090,106090,135-137 Lygon Street CARLTON VIC 3053,Carlton,135-137 Lygon Street CARLTON VIC 3053,Universal Pizza,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96608,-37.80391,"{'lon': 144.96608, 'lat': -37.80391}"
2021,254,106090,106090,135-137 Lygon Street CARLTON VIC 3053,Carlton,135-137 Lygon Street CARLTON VIC 3053,Universal Pizza,4511,Cafes and Restaurants,Seats - Indoor,60,144.96608,-37.80391,"{'lon': 144.96608, 'lat': -37.80391}"
2021,254,106091,106091,139-141 Lygon Street CARLTON VIC 3053,Carlton,139-141 Lygon Street CARLTON VIC 3053,Universal Pizza,4511,Cafes and Restaurants,Seats - Indoor,100,144.96609,-37.80385,"{'lon': 144.96609, 'lat': -37.80385}"
2021,254,106094,106094,147 Lygon Street CARLTON VIC 3053,Carlton,Shop 147 Lygon Street CARLTON VIC 3053,Mad Hare,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96611,-37.80373,"{'lon': 144.96611, 'lat': -37.80373}"
2021,254,106096,106096,151 Lygon Street CARLTON VIC 3053,Carlton,Ground 151 Lygon Street CARLTON VIC 3053,Billy's Corner Shop,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96612,-37.80366,"{'lon': 144.96612, 'lat': -37.80366}"
2021,254,106096,106096,151 Lygon Street CARLTON VIC 3053,Carlton,Ground 151 Lygon Street CARLTON VIC 3053,Billy's Corner Shop,4511,Cafes and Restaurants,Seats - Indoor,20,144.96612,-37.80366,"{'lon': 144.96612, 'lat': -37.80366}"
2021,255,109366,109366,127-135 Pelham Street CARLTON VIC 3053,Carlton,127 Pelham Street CARLTON VIC 3053,127 Cafe Go,4511,Cafes and Restaurants,Seats - Indoor,42,144.96395,-37.80277,"{'lon': 144.96395, 'lat': -37.80277}"
2021,255,111305,111305,138 Queensberry Street CARLTON VIC 3053,Carlton,Shop Ground 138 Queensberry Street CARLTON VIC 3053,Super Ling,4511,Cafes and Restaurants,Seats - Indoor,35,144.96429,-37.80445,"{'lon': 144.96429, 'lat': -37.80445}"
2021,256,108026,108026,210 Queensberry Street CARLTON VIC 3053,Carlton,210 Queensberry Street CARLTON VIC 3053,The Queensberry Pour House,4511,Cafes and Restaurants,Seats - Indoor,26,144.96203,-37.80421,"{'lon': 144.96203, 'lat': -37.80421}"
