Address,Prices,Bedroom,Bathroom,Parking,Type_Apartment,Type_House,Type_Townhouse
"68 Hayward Lane, 
MELBOURNE VIC 3000",150.0,1,1,1,0,1,0
"2 Jarvis Crescent, 
DANDENONG NORTH VIC 3175",40.0,3,1,2,0,1,0
"Storage Cage/228 La Trobe Street, 
MELBOURNE VIC 3000",40.0,1,1, ,0,1,0
"32 St Edmonds Rd, 
PRAHRAN VIC 3181",40.0, ,1,1,1,0,0
"Carpark1209/673 Latrobe Street, 
DOCKLANDS VIC 3008",46.0, , ,1,0,1,0
"Car Space/6 Leicester Street, 
CARLTON VIC 3053",220.0,1,1,1,0,1,0
"Carpark604/8 Pearl River Road, 
DOCKLANDS VIC 3008",50.0, , ,1,0,1,0
"Carpark451/401 Docklands Drive, 
DOCKLANDS VIC 3008",50.0, , ,1,0,1,0
"Carpark450/401 Docklands Drive, 
DOCKLANDS VIC 3008",50.0, , ,1,0,1,0
"Car Park 31 A'Beckett Street, 
MELBOURNE VIC 3000",50.0, , ,1,0,1,0
"CP 4010/120 Abeckett Street, 
MELBOURNE VIC 3000",220.0,1,1,1,1,0,0
"CP2709/31 ABeckett Street, 
MELBOURNE VIC 3000",50.0,1,1,1,1,0,0
"P57/442 Elizabeth St, 
MELBOURNE VIC 3000",50.0,1,1,1,1,0,0
"Hall/90-110 Smythe Street, 
PORTARLINGTON VIC 3223",50.0, ,2,1,1,0,0
"Carpark5118/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",50.0, , ,1,0,1,0
"Carpark/105 Batman Street, 
WEST MELBOURNE VIC 3003",50.0, , ,1,0,1,0
"Carpark/105 Batman street, 
WEST MELBOURNE VIC 3003",50.0, , ,1,0,1,0
"28 Bouverie Street, 
CARLTON VIC 3053",230.0,1,1,1,0,1,0
"CP718/106-116 A'Beckett Street, 
MELBOURNE VIC 3000",55.0,1,1,1,1,0,0
"10 Midgard Road, 
WEIR VIEWS VIC 3338",470.0,4,2,2,0,1,0
"7 Retreat Way, 
WEIR VIEWS VIC 3338",470.0,4,2,2,0,1,0
"21 Scorpio Road, 
WEIR VIEWS VIC 3338",470.0,4,2,2,0,1,0
"14 Woodlet Street, 
WEIR VIEWS VIC 3338",470.0,4,2,2,0,1,0
"54 Moroka Avenue, 
WEIR VIEWS VIC 3338",470.0,4,2,2,0,1,0
"43 Gillespie Avenue, 
WERRIBEE VIC 3030",470.0,4,2,2,0,1,0
"9 Sloane Street, 
WERRIBEE VIC 3030",470.0,4,2,2,0,1,0
"301/15-31 Batman Street, 
WEST MELBOURNE VIC 3003",470.0,1,1, ,1,0,0
"111/1 Clark Street, 
WILLIAMS LANDING VIC 3027",470.0,2,2,1,1,0,0
"30 The Burchett, 
WOLLERT VIC 3750",470.0,3,2,1,0,1,0
"77 Welcome Parade, 
WYNDHAM VALE VIC 3024",470.0,4,2,2,0,1,0
"63 Brougham Avenue, 
WYNDHAM VALE VIC 3024",470.0,4,2,4,0,1,0
"515/6 Acacia Place, 
ABBOTSFORD VIC 3067",475.0,1,1,1,1,0,0
"22 Silvercrest Way, 
ARMSTRONG CREEK VIC 3217",475.0,3,2,2,0,1,0
"5 Kangaroo Way, 
ARMSTRONG CREEK VIC 3217",475.0,3,2,2,0,1,0
"5 Avocet Way, 
ARMSTRONG CREEK VIC 3217",475.0,4,2,2,0,1,0
"21 Scott Street, 
BLAIRGOWRIE VIC 3942",475.0,3,1,1,0,1,0
"205/201 Albert Street, 
BRUNSWICK VIC 3056",475.0,1,1,1,1,0,0
"1/6 Ferguson Street, 
MACLEOD VIC 3085",475.0,3,2, ,0,1,0
"G05/1131 Dandenong Road, 
MALVERN EAST VIC 3145",475.0,1,1,1,1,0,0
"415/803 Dandenong Rd, 
MALVERN EAST VIC 3145",475.0,1,1,1,1,0,0
"1108/31 A'Beckett Street, 
MELBOURNE VIC 3000",475.0,1,1, ,1,0,0
"1511/27 Little Collins Street, 
MELBOURNE VIC 3000",475.0,1,1, ,1,0,0
"306/400 St Kilda Road, 
MELBOURNE VIC 3004",475.0,1,1,1,1,0,0
"2607/181 ABeckett Street, 
MELBOURNE VIC 3000",475.0,1,1, ,1,0,0
"1304/565 Flinders Street, 
MELBOURNE VIC 3000",475.0,1,1,1,1,0,0
"13/392 Little Collins Street, 
MELBOURNE VIC 3000",475.0,1,1, ,1,0,0
"611/233-239 Collins Street, 
MELBOURNE VIC 3000",475.0,1,1, ,1,0,0
"1806/243 Franklin Street, 
MELBOURNE VIC 3000",475.0,1,1, ,1,0,0
"801/253 Franklin Street, 
MELBOURNE VIC 3000",475.0,1,1, ,1,0,0
"13 Godwin Street, 
MERNDA VIC 3754",475.0,4,2,2,0,1,0
"12 Cuthbert Drive, 
MILL PARK VIC 3082",475.0,3,1,1,0,1,0
"11 Phar Lap Close, 
MILL PARK VIC 3082",475.0,4,2,2,0,1,0
"15/115-117 Mcdonald Street, 
MORDIALLOC VIC 3195",475.0,2,1,2,0,0,1
"3/2 Acton Court, 
NEWCOMB VIC 3219",475.0,2,1,1,1,0,0
"4/8 Laburnum Street, 
PARKDALE VIC 3195",475.0,2,1,1,0,0,1
"CP130/442 Elizabeth St, 
MELBOURNE VIC 3000",60.0,1,1,1,0,1,0
"CP4106/285 La Trobe St, 
MELBOURNE VIC 3000",60.0,1,1,1,0,1,0
"CP/483 Swanston St, 
MELBOURNE VIC 3000",60.0,1,1,1,0,1,0
"Carpark2402/80 A'Beckett street, 
MELBOURNE VIC 3000",60.0, , ,1,0,1,0
"Carpark2608/135 A'Beckett street, 
MELBOURNE VIC 3000",60.0, , ,1,0,1,0
"Carspace/155 Franklin Street, 
MELBOURNE VIC 3000",60.0, ,1,1,1,0,0
"CARPARK/442 Elizabeth Street, 
MELBOURNE VIC 3000",60.0,1,1,1,1,0,0
"CPA/243-263 Franklin Street, 
MELBOURNE VIC 3000",60.0, , ,1,1,0,0
"Carspace/106 A'Beckett Street, 
MELBOURNE VIC 3000",60.0,1,1,1,0,1,0
"Carpark613/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",60.0, , ,1,0,1,0
"LOT 708/45 Clarke Street, 
SOUTHBANK VIC 3006",260.0,1,1,1,1,0,0
"Carpark354/133-137 Fitzroy Street, 
ST KILDA VIC 3182",60.0, , ,1,0,1,0
"CP1402/218 A'Beckett St, 
MELBOURNE VIC 3000",65.0,1,1,1,0,1,0
"539 St Kilda Road, 
MELBOURNE VIC 3004",65.0, ,1,1,1,0,0
"Carpark/112 A'beckett Street, 
MELBOURNE VIC 3000",65.0, ,1,1,1,0,0
"Carpark224/23 Blackwood Street, 
NORTH MELBOURNE VIC 3051",69.0, , ,1,0,1,0
"Carpark402/135 A'Beckett Street, 
MELBOURNE VIC 3000",70.0, , ,1,0,1,0
"Carpark401/80 A'Beckett Street, 
MELBOURNE VIC 3000",70.0, , ,1,0,1,0
"Carpark5808/135 A'Beckett Street, 
MELBOURNE VIC 3000",70.0, , ,1,0,1,0
"2/7 Howe Street, 
MURRUMBEENA VIC 3163",590.0,2,1,1,1,0,0
"18 Papillion Way, 
NARRE WARREN SOUTH VIC 3805",590.0,3,2,2,0,1,0
"23/4 Mason Street, 
NEWPORT VIC 3015",590.0,2,1,1,1,0,0
"1/32 Queens Park Road, 
NEWTOWN VIC 3220",590.0,3,2,2,0,0,1
"524/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",590.0,1,1, ,1,0,0
"4/3 Meaker Avenue, 
OAK PARK VIC 3046",590.0,2,1,1,1,0,0
"154 Thacker Street, 
OCEAN GROVE VIC 3226",590.0,4,2,3,0,1,0
"36 Brownlow Drive, 
POINT COOK VIC 3030",590.0,4,2,2,0,1,0
"71 Lincolnheath Boulevard, 
POINT COOK VIC 3030",590.0,4,2,2,0,1,0
"9 Magnetic Avenue, 
POINT COOK VIC 3030",590.0,4,2,2,0,1,0
"15 Viola Avenue, 
POINT COOK VIC 3030",590.0,4,2,2,0,1,0
"6/115a Williams Road, 
PRAHRAN VIC 3181",590.0,2,1,1,1,0,0
"67A Wood Street, 
PRESTON VIC 3072",590.0,2,1,2,0,0,1
"204/339 Burnley Street, 
RICHMOND VIC 3121",590.0,2,2,1,1,0,0
"1504/50 Albert Road, 
SOUTH MELBOURNE VIC 3205",590.0,2,1,1,1,0,0
"1916/259 Normandy Road, 
SOUTH MELBOURNE VIC 3205",590.0,1,1, ,1,0,0
"190 Bank Street, 
SOUTH MELBOURNE VIC 3205",590.0,2,1, ,1,0,0
"9/32 Marne Street, 
SOUTH YARRA VIC 3141",590.0,2,1, ,1,0,0
"405/144 Clarendon St, 
SOUTHBANK VIC 3006",590.0,2,1,1,1,0,0
"2602/33 Mackenzie Street, 
MELBOURNE VIC 3000",650.0,2,1, ,1,0,0
"1b1b/134-160 Spencer Street, 
MELBOURNE VIC 3000",650.0,1,1, ,1,0,0
"1302/199 William Street, 
MELBOURNE VIC 3000",650.0,2,1, ,1,0,0
"1102/442 St Kilda Road, 
MELBOURNE VIC 3004",650.0,2,2,1,1,0,0
"1407/155 Franklin Street, 
MELBOURNE VIC 3000",650.0,2,1, ,1,0,0
"14/58 Queens Road, 
MELBOURNE VIC 3004",650.0,2,1,1,1,0,0
"6907D/648 Lonsdale Street, 
MELBOURNE VIC 3000",650.0,2,1, ,1,0,0
"2208/228 La Trobe Street, 
MELBOURNE VIC 3000",650.0,1,1, ,1,0,0
"1601/80 A' Beckett Street, 
MELBOURNE VIC 3000",650.0,2,1, ,1,0,0
"236 La Trobe Street, 
MELBOURNE VIC 3000",650.0, ,1, ,1,0,0
"2306/668 Bourke Street, 
MELBOURNE VIC 3000",650.0,2,2,1,1,0,0
"3610/452 Elizabeth Street, 
MELBOURNE VIC 3000",650.0,2,2,1,1,0,0
"39/33 Latrobe Street, 
MELBOURNE VIC 3000",650.0,2,1,1,1,0,0
"3713/618 Lonsdale Street, 
MELBOURNE VIC 3000",650.0,2,1,1,1,0,0
"3607/27 Therry Street, 
MELBOURNE VIC 3000",650.0,2,2, ,1,0,0
"3706/228 La Trobe Street, 
MELBOURNE VIC 3000",650.0,1,1, ,1,0,0
"602/18 Russell Place, 
MELBOURNE VIC 3000",650.0,2,1, ,1,0,0
"104/8 Bowen Crescent, 
MELBOURNE VIC 3004",650.0,2,2,1,1,0,0
"6603c/633 Little Lonsdale Street, 
MELBOURNE VIC 3000",700.0,1,1, ,1,0,0
"4706/80 A Beckett St, 
MELBOURNE VIC 3000",650.0,2,1, ,1,0,0
"6/32 Macpherson Street, 
FOOTSCRAY VIC 3011",395.0,1,1,1,1,0,0
"20 Wallangara Boulevard, 
HARKNESS VIC 3337",395.0,4,2,2,0,1,0
"Level 1/130 Mount Street, 
HEIDELBERG VIC 3084",395.0,2,1, ,1,0,0
"1 Maurice Street, 
HERNE HILL VIC 3218",395.0,3,1,2,0,1,0
"1/225 Mt Pleasant Road, 
HIGHTON VIC 3216",395.0,2,1,1,1,0,0
"8/11 Bradshaw Street, 
KINGSBURY VIC 3083",395.0,2,1,1,1,0,0
"5 Kanimbla Drive, 
LALOR VIC 3075",395.0,3,1,4,0,1,0
"3/105-117 Torbay Street, 
MACLEOD VIC 3085",395.0,2,1,2,1,0,0
"19/12 Venice Street, 
MENTONE VIC 3194",395.0,1,1, ,1,0,0
"18/43 Haines Street, 
NORTH MELBOURNE VIC 3051",395.0,2,1, ,1,0,0
"403/469 High Street, 
NORTHCOTE VIC 3070",395.0,1,1,1,1,0,0
"1/77 Madeley Street, 
OCEAN GROVE VIC 3226",395.0,1,1,1,1,0,0
"13/231A Point Lonsdale Road, 
POINT LONSDALE VIC 3225",395.0,2,1,1,1,0,0
"204/51 Garden Street, 
SOUTH YARRA VIC 3141",395.0,1,1, ,1,0,0
"4/11 Park St, 
SOUTH YARRA VIC 3141",395.0,1,1, ,1,0,0
"204/33 Clarke Street, 
SOUTHBANK VIC 3006",395.0,1,1, ,1,0,0
"111/40 Pakington St, 
ST KILDA VIC 3182",395.0,1,1, ,1,0,0
"3/16 Vale St, 
ST KILDA VIC 3182",395.0,1,1,1,1,0,0
"10/13 St Leonards Avenue, 
ST KILDA VIC 3182",395.0,1,1,1,1,0,0
"G02A 72 Ascot Vale Road, 
FLEMINGTON VIC 3031",570.0,2,2,1,1,0,0
"28 Lynch Street, 
FOOTSCRAY VIC 3011",570.0,2,1,1,0,1,0
"1410/8 Hopkins Street, 
FOOTSCRAY VIC 3011",570.0,2,2,1,1,0,0
"1/29 Denbigh Street, 
FRANKSTON VIC 3199",570.0,3,2,1,0,0,1
"3 Chiara Walk, 
FRASER RISE VIC 3336",570.0,4,2,2,0,1,0
"123 Verner Street, 
GEELONG VIC 3220",570.0,3,1,1,0,1,0
"5/16 Union Street, 
GEELONG VIC 3220",570.0,3,2,1,1,0,0
"10/280 Blackburn Road, 
GLEN WAVERLEY VIC 3150",570.0,2,2,1,1,0,0
"75 Bonds Lane, 
GREENVALE VIC 3059",570.0,3,2,2,0,1,0
"3 Powlett Street, 
HEIDELBERG VIC 3084",570.0,3,1,3,0,1,0
"26 Simmonds Street, 
HUGHESDALE VIC 3166",570.0,3,1,2,0,1,0
"11/1007-1009 Heidelberg Road, 
IVANHOE VIC 3079",570.0,2,1,1,0,0,1
"1/40-42 Kingsville Street, 
KINGSVILLE VIC 3012",570.0,3,2,1,0,0,1
"8 Colmar Street, 
LARA VIC 3212",570.0,4,2,2,0,1,0
"203/1443 Dandenong Road, 
MALVERN EAST VIC 3145",570.0,2,2,1,1,0,0
"2505/371 Little Lonsdale Street, 
MELBOURNE VIC 3000",570.0,1,1, ,0,1,0
"2605a/260 Spence Street, 
MELBOURNE VIC 3000",570.0,1,1, ,1,0,0
"2306/318 Russell Street, 
MELBOURNE VIC 3000",570.0,1,1, ,1,0,0
"203/155 Bourke Street, 
MELBOURNE VIC 3000",570.0,2,1, ,1,0,0
"1105/14 Queens Road, 
MELBOURNE VIC 3004",570.0,1,1,1,1,0,0
"6 Madden Drive, 
SOUTH MORANG VIC 3752",500.0,3,2,2,0,1,0
"4/34 Tivoli Road, 
SOUTH YARRA VIC 3141",500.0,1,1,1,1,0,0
"403/33 Claremont Street, 
SOUTH YARRA VIC 3141",500.0,1,1,1,1,0,0
"1215/35 Malcolm Street, 
SOUTH YARRA VIC 3141",500.0,1,1,1,1,0,0
"1910/3 Yarra St, 
SOUTH YARRA VIC 3141",500.0,1,1, ,1,0,0
"202/45 Claremont Street, 
SOUTH YARRA VIC 3141",500.0,1,1, ,1,0,0
"513/229 Toorak Road, 
SOUTH YARRA VIC 3141",500.0,1,1,1,1,0,0
"702/47 Claremont Street, 
SOUTH YARRA VIC 3141",500.0,1,1, ,1,0,0
"604/35 Wilson Street, 
SOUTH YARRA VIC 3141",500.0,1,1,1,1,0,0
"1106/60 kavanagh Street, 
SOUTHBANK VIC 3006",500.0,1,1, ,1,0,0
"601/118 Kavanagh Street, 
SOUTHBANK VIC 3006",500.0,1,1, ,1,0,0
"409/39 Coventry Street, 
SOUTHBANK VIC 3006",500.0,1,1, ,1,0,0
"101/22 Kavanagh Street, 
SOUTHBANK VIC 3006",500.0,1,1,1,1,0,0
"501/33 City Road, 
SOUTHBANK VIC 3006",500.0,1,1, ,1,0,0
"705/43 Hancock Street, 
SOUTHBANK VIC 3006",500.0,1,1, ,1,0,0
"803/33 Coventry Street, 
SOUTHBANK VIC 3006",500.0,1,1, ,1,0,0
"711/43 Hancock Street, 
SOUTHBANK VIC 3006",500.0,1,1, ,1,0,0
"179/22 Kavanagh Street, 
SOUTHBANK VIC 3006",500.0,1,1,1,1,0,0
"51 Hanleth Avenue, 
SPRINGVALE VIC 3171",500.0,3,1,2,0,1,0
"1/46 Fox Street, 
ST ALBANS VIC 3021",500.0,3,2,1,0,0,1
"31 Keogh Street, 
ROSEBUD VIC 3939",550.0,3,1,3,0,1,0
"3/48 Warranilla Avenue, 
ROSEBUD VIC 3939",550.0,3,2,1,0,0,1
"60 Fern Grove, 
RYE VIC 3941",2.0,3,2, ,0,1,0
"34 Field Street, 
RYE VIC 3941",550.0,3,1, ,0,1,0
"102 Grandview Avenue, 
RYE VIC 3941",550.0,2,2,2,0,1,0
"13 Andrea Street, 
RYE VIC 3941",550.0,3,1,1,0,1,0
"76 Seaview Avenue, 
SAFETY BEACH VIC 3936",550.0,3,1, ,0,1,0
"3/13 Nepean Highway, 
SAFETY BEACH VIC 3936",550.0,3,2,2,0,0,1
"4/18 George Street, 
SAFETY BEACH VIC 3936",550.0,3,2,2,0,1,0
"1 Deanside Close, 
SEABROOK VIC 3028",550.0,3,2,2,0,1,0
"30 William McPherson Crescent, 
SEABROOK VIC 3028",550.0,4,2,2,0,1,0
"2 Grant Avenue, 
SEAFORD VIC 3198",550.0,3,1,2,0,1,0
"119A Williamstown Road, 
SEDDON VIC 3011",550.0,2,2,1,0,1,0
"406/39 Park Street, 
SOUTH MELBOURNE VIC 3205",550.0,1,1, ,1,0,0
"407/2-14 Albert Road, 
SOUTH MELBOURNE VIC 3205",550.0,1,1,1,1,0,0
"5/352 Albert Road, 
SOUTH MELBOURNE VIC 3205",550.0,2,1, ,1,0,0
"2313/54 Boundary Street, 
SOUTH MELBOURNE VIC 3205",550.0,1,1, ,1,0,0
"510/75 Palmerston Crescent, 
SOUTH MELBOURNE VIC 3205",550.0,2,1,1,1,0,0
"619/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",550.0,1,1, ,1,0,0
"13/40 Gorge Road, 
SOUTH MORANG VIC 3752",550.0,3,2,1,0,1,0
"28 Stonneyburn Road, 
THORNHILL PARK VIC 3335",430.0,4,2,2,0,1,0
"11 Stockmans Drive, 
TRUGANINA VIC 3029",430.0,3,2,1,0,1,0
"7/1 Millar Road, 
TULLAMARINE VIC 3043",430.0,2,1,2,1,0,0
"1/8 The Crest, 
WATSONIA VIC 3087",430.0,3,1,1,0,1,0
"5 Scorpio Road, 
WEIR VIEWS VIC 3338",430.0,4,2,2,0,1,0
"5 Heron Way, 
WEIR VIEWS VIC 3338",430.0,4,2,1,0,1,0
"10 Paddy Way, 
WEIR VIEWS VIC 3338",430.0,4,2,2,0,1,0
"6/19 Jellicoe Street, 
WERRIBEE VIC 3030",430.0,3,2,1,0,0,1
"32 Kiely Ave, 
WERRIBEE VIC 3030",430.0,3,2,4,0,1,0
"2/4 Hillgrove Close, 
WHEELERS HILL VIC 3150",430.0,2,1,2,1,0,0
"40a Macedon Parade, 
WOLLERT VIC 3750",430.0,2,2,1,0,0,1
"23 Wollahra Rise, 
WYNDHAM VALE VIC 3024",430.0,3,2,1,0,1,0
"10 Miso Road, 
WYNDHAM VALE VIC 3024",430.0,3,2,2,0,1,0
"9 Ellenborough Crescent, 
WYNDHAM VALE VIC 3024",430.0,3,2,2,0,1,0
"4 Pintail Road, 
ARMSTRONG CREEK VIC 3217",450.0,3,2,1,0,1,0
"1/4 Tallinn Street, 
BELL PARK VIC 3215",450.0,2,1,2,0,0,1
"9 Cambridge Street, 
BELMONT VIC 3216",450.0,3,1,4,0,1,0
"1408/182 Edward Street, 
BRUNSWICK EAST VIC 3057",450.0,1,1,1,1,0,0
"14 Tanino Road, 
CRANBOURNE WEST VIC 3977",450.0,4,2,1,0,0,1
"2/7 Sabine Avenue, 
DANDENONG NORTH VIC 3175",450.0,2,1,1,1,0,0
"11 Lakewood Blvd, 
MELTON VIC 3337",420.0,3,2,2,0,1,0
"81 Hume avenue, 
MELTON SOUTH VIC 3338",420.0,3,1,2,0,1,0
"3 Cook Road, 
MELTON SOUTH VIC 3338",420.0,4,1,4,0,1,0
"3/26 Bourke Street, 
MENTONE VIC 3194",420.0,1,1,1,1,0,0
"9/9 Kincaid Drive, 
MERNDA VIC 3754",420.0,2,1,1,1,0,0
"2/17 Turtur Close, 
MILL PARK VIC 3082",420.0,3,1,1,1,0,0
"5 Blackman Avenue, 
MILL PARK VIC 3082",420.0,3,1,2,0,1,0
"4/84A Maribyrnong Road, 
MOONEE PONDS VIC 3039",420.0,2,1,1,1,0,0
"104/252a Union Rd, 
MOONEE PONDS VIC 3039",420.0,1,1,1,1,0,0
"16 Neptune Avenue, 
NEWCOMB VIC 3219",420.0,3,1,2,0,1,0
"2/48 Nicholas Street, 
NEWTOWN VIC 3220",420.0,2,1,1,1,0,0
"2/1 Rich Street, 
NOBLE PARK VIC 3174",420.0,2,2,1,1,0,0
"1A Birdie Ct, 
NORTH GEELONG VIC 3215",420.0,3,1,1,1,0,0
"23/37 Haines Street, 
NORTH MELBOURNE VIC 3051",420.0,2,1, ,1,0,0
"302/108 Munster Terrace, 
NORTH MELBOURNE VIC 3051",420.0,1,1, ,1,0,0
"2/686 Pascoe Vale Rd, 
OAK PARK VIC 3046",420.0,3,1,1,1,0,0
"14/114-118 Ferntree Gully Rd, 
OAKLEIGH EAST VIC 3166",420.0,2,1,1,1,0,0
"3/10 Wilkinson Ct, 
OCEAN GROVE VIC 3226",420.0,2,1,1,1,0,0
"216/445 Royal Parade, 
PARKVILLE VIC 3052",420.0,1,1,1,1,0,0
"14/46 Manningham Street, 
PARKVILLE VIC 3052",420.0,1,1,1,1,0,0
"1/85 Castlewood Street, 
BENTLEIGH EAST VIC 3165",795.0,4,2,2,0,1,0
"51 DEAKIN STREET, 
BENTLEIGH EAST VIC 3165",800.0,4,2,5,0,1,0
"5 Sunview Place, 
BERWICK VIC 3806",800.0,5,3,2,0,1,0
"36 Hector Close, 
BITTERN VIC 3918",800.0,4,2,2,0,1,0
"40 Hector Close, 
BITTERN VIC 3918",800.0,4,2,2,0,1,0
"11 Boxshall Street, 
BRIGHTON VIC 3186",800.0,3,1,2,0,1,0
"63 Durrant Street, 
BRIGHTON VIC 3186",800.0,3,1,2,0,1,0
"1/71 Martin Street, 
BRIGHTON VIC 3186",800.0,2,1,2,1,0,0
"6/12 Wellington Street, 
BRIGHTON VIC 3186",800.0,3,2,2,1,0,0
"325 Clarkes Road, 
BROOKFIELD VIC 3338",800.0,4,1, ,0,1,0
"22 Cassels Road, 
BRUNSWICK VIC 3056",800.0,4,1,2,0,1,0
"19 Milward Street, 
BRUNSWICK VIC 3056",800.0,2,2,1,0,0,1
"7 O'Grady Street, 
BRUNSWICK VIC 3056",800.0,3,1,1,0,1,0
"3 Elesbury Avenue, 
BRUNSWICK EAST VIC 3057",795.0,3,2,1,0,0,1
"18 Burnell Street, 
BRUNSWICK WEST VIC 3055",800.0,3,1, ,0,1,0
"18 Summit Road, 
BURWOOD VIC 3125",800.0,4,2,3,0,1,0
"3713/160 Victoria St, 
CARLTON VIC 3053",800.0,2,2, ,1,0,0
"413 Station Street, 
CARLTON NORTH VIC 3054",800.0,2,1,1,0,1,0
"L604/12 Caulfield Boulevard, 
CAULFIELD NORTH VIC 3161",800.0,1,1,1,1,0,0
"12 Kinross Avenue, 
CAULFIELD NORTH VIC 3161",795.0,4,3,2,0,1,0
"1511/180 City Road, 
SOUTHBANK VIC 3006",540.0,1,1,1,1,0,0
"6, 3 & 21/32 Darling Street, 
SOUTH YARRA VIC 3141",525.0,1,1,1,1,0,0
"314/7 Claremont Street, 
SOUTH YARRA VIC 3141",525.0,1,1, ,1,0,0
"1/26 Mitford Street, 
ST KILDA VIC 3182",525.0,2,1, ,1,0,0
"6/306 Inkerman Street, 
ST KILDA EAST VIC 3183",525.0,2,1,1,1,0,0
"2/58 Gourlay St, 
ST KILDA EAST VIC 3183",525.0,2,1,1,1,0,0
"143 Thames Boulevard, 
TARNEIT VIC 3029",525.0,4,2,2,0,1,0
"44 Plain Street, 
TOOTGAROOK VIC 3941",525.0,3,1,1,0,1,0
"106 Essex Street, 
WEST FOOTSCRAY VIC 3012",525.0,3,1,4,0,1,0
"213/10 Wominjeka Walk, 
WEST MELBOURNE VIC 3003",525.0,1,1, ,1,0,0
"101/3 Victoria St, 
WINDSOR VIC 3181",525.0,1,1,1,1,0,0
"2/205 Dandenong Road, 
WINDSOR VIC 3181",525.0,2,1,1,1,0,0
"4407/228 La Trobe Street, 
MELBOURNE VIC 3000",525.0,1,1, ,1,0,0
"513/422 Collins Street, 
MELBOURNE VIC 3000",525.0,1,1, ,1,0,0
"10/1-3 Brindisi Street, 
MENTONE VIC 3194",525.0,2,1,1,1,0,0
"21 Charlton Street, 
MOUNT WAVERLEY VIC 3149",525.0,4,2,1,0,1,0
"105/436-442 Huntingdale Road, 
MOUNT WAVERLEY VIC 3149",525.0,2,1,1,1,0,0
"39 Wattle Grove, 
MULGRAVE VIC 3170",525.0,3,1,1,1,0,0
"15 Chateau Avenue, 
NARRE WARREN VIC 3805",525.0,4,2, ,0,1,0
"208/150 Peel Street, 
NORTH MELBOURNE VIC 3051",525.0,1,1,1,1,0,0
"645 Queensberry Street, 
NORTH MELBOURNE VIC 3051",525.0,2,1, ,0,1,0
"511/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",525.0,1,1, ,1,0,0
"2A Lawson Street, 
OAKLEIGH EAST VIC 3166",525.0,3,1,2,1,0,0
"18 Kings Court, 
OAKLEIGH EAST VIC 3166",525.0,3,3,1,0,0,1
"22B York Street, 
PASCOE VALE SOUTH VIC 3044",525.0,2,1,1,0,0,1
"117/99 Dow Street, 
PORT MELBOURNE VIC 3207",525.0,2,1,1,1,0,0
"131A Fenwick Street, 
PORTARLINGTON VIC 3223",525.0,3,2,2,0,1,0
"1/14 Miller Street, 
PRAHRAN VIC 3181",525.0,2,1,1,1,0,0
"2/18 McDonald Street, 
PRESTON VIC 3072",525.0,2,1,1,1,0,0
"36 Massey Avenue, 
RESERVOIR VIC 3073",525.0,3,1,4,0,1,0
"45 Rathcown Road, 
RESERVOIR VIC 3073",525.0,4,2,2,0,1,0
"56 Stawell Street, 
NORTH MELBOURNE VIC 3051",540.0,2,1, ,0,1,0
"29a The Pararde, 
OCEAN GROVE VIC 3226",540.0,3,1,2,0,1,0
"8/102 Railway Parade, 
PASCOE VALE VIC 3044",540.0,2,2,1,0,0,1
"7 Cantala Street, 
PASCOE VALE SOUTH VIC 3044",540.0,3,1,4,0,1,0
"3 Hatter Street, 
PASCOE VALE SOUTH VIC 3044",540.0,3,1,2,0,1,0
"18 Fremantle Close, 
POINT COOK VIC 3030",540.0,4,2,2,0,1,0
"16 Maddock Street, 
POINT COOK VIC 3030",540.0,4,2,2,0,1,0
"106/15 Pickles Street, 
PORT MELBOURNE VIC 3207",540.0,2,1,1,1,0,0
"21 Sussex Road, 
RYE VIC 3941",540.0,3,2,1,0,1,0
"156 Dromana Parade, 
SAFETY BEACH VIC 3936",540.0,4,1, ,0,1,0
"36 Tassel Road, 
SAFETY BEACH VIC 3936",540.0,3,1,2,0,1,0
"7 Gipsy Way, 
SANDRINGHAM VIC 3191",540.0,2,1,1,0,1,0
"131 East Road, 
SEAFORD VIC 3198",540.0,4,1,2,0,1,0
"2/32 Darling Street, 
SOUTH YARRA VIC 3141",540.0,1,1, ,1,0,0
"14/384 Toorak Road, 
SOUTH YARRA VIC 3141",540.0,2,1,1,1,0,0
"3914/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",540.0,1,1, ,1,0,0
"3214/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",540.0,1,1, ,1,0,0
"518/65 Coventry Street, 
SOUTHBANK VIC 3006",540.0,1,1, ,1,0,0
"2203/81 City Road, 
SOUTHBANK VIC 3006",540.0,1,1, ,1,0,0
"9 McNamara Road, 
LAVERTON VIC 3028",420.0,3,1,2,0,1,0
"17/123 Main Road, 
LOWER PLENTY VIC 3093",420.0,2,1,1,1,0,0
"26/44 Eucalyptus Dr, 
MAIDSTONE VIC 3012",420.0,2,1,1,1,0,0
"8/80 Darling Road, 
MALVERN EAST VIC 3145",420.0,1,1,1,1,0,0
"26 Generation Crescent, 
MAMBOURIN VIC 3024",420.0,4,2,2,0,1,0
